날짜,시도지역코드,발생건수(건)
2014-02-25,26,36337
2014-02-25,27,25214
2014-02-25,28,27893
2014-02-25,29,14833
2014-02-25,30,17571
2014-02-25,31,12112
2014-02-25,41,122037
2014-02-25,42,13170
2014-02-25,43,17593
2014-02-25,44,24972
2014-02-25,45,20255
2014-02-25,46,21502
2014-02-25,47,27749
2014-02-25,48,36185
2014-02-25,49,5843
2014-02-25,99,513941
2014-02-26,11,89305
2014-02-26,26,32928
2014-02-26,27,23115
2014-02-26,28,27449
2014-02-26,29,13639
2014-02-26,30,17304
2014-02-26,31,11228
2014-02-26,41,118653
2014-02-26,42,12712
2014-02-26,43,17132
2014-02-26,44,24103
2014-02-26,45,20121
2014-02-26,46,20299
2014-02-26,47,26306
2014-02-26,48,32578
2014-02-26,49,5354
2014-02-26,99,492415
2014-02-27,11,89186
2014-02-27,26,35987
2014-02-27,27,24284
2014-02-27,28,27286
2014-02-27,29,14263
2014-02-27,30,16933
2014-02-27,31,12377
2014-02-27,41,120751
2014-02-27,42,12857
2014-02-27,43,16948
2014-02-27,44,24312
2014-02-27,45,19795
2014-02-27,46,21125
2014-02-27,47,27569
2014-02-27,48,35157
2014-02-27,49,6113
2014-02-27,99,505139
2014-02-28,11,98846
2014-02-28,26,37136
2014-02-28,27,24960
2014-02-28,28,28558
2014-02-28,29,14788
2014-02-28,30,17539
2014-02-28,31,11990
2014-02-28,41,127464
2014-02-28,42,13860
2014-02-28,43,17005
2014-02-28,44,24981
2014-02-28,45,21047
2014-02-28,46,20899
2014-02-28,47,27438
2014-02-28,48,35879
2014-02-28,49,5822
2014-02-28,99,528431
2014-03-01,11,22900
2014-03-01,26,13967
2014-03-01,27,12035
2014-03-01,28,10225
2014-03-01,29,6371
2014-03-01,30,8331
2014-03-01,31,6074
2014-03-01,41,45937
2014-03-01,42,4855
2014-03-01,43,8141
2014-03-01,44,10236
2014-03-01,45,7733
2014-03-01,46,10009
2014-03-01,47,11407
2014-03-01,48,13727
2014-03-01,49,3444
2014-03-01,99,195492
2014-03-02,11,11014
2014-03-02,26,5790
2014-03-02,27,3391
2014-03-02,28,5282
2014-03-02,29,3094
2014-03-02,30,4281
2014-03-02,31,2625
2014-03-02,41,23892
2014-03-02,42,1792
2014-03-02,43,3695
2014-03-02,44,4234
2014-03-02,45,3463
2014-03-02,46,5043
2014-03-02,47,3968
2014-03-02,48,5701
2014-03-02,49,1711
2014-03-02,99,89014
2014-03-03,11,128346
2014-03-03,26,45312
2014-03-03,27,30401
2014-03-03,28,35739
2014-03-03,29,17879
2014-03-03,30,20956
2014-03-03,31,14775
2014-03-03,41,159741
2014-03-03,42,17593
2014-03-03,43,21086
2014-03-03,44,31182
2014-03-03,45,25771
2014-03-03,46,25412
2014-03-03,47,34246
2014-03-03,48,43968
2014-03-03,49,6993
2014-03-03,99,659690
2014-03-04,11,77189
2014-03-04,26,29912
2014-03-04,27,19401
2014-03-04,28,22396
2014-03-04,29,11928
2014-03-04,30,13927
2014-03-04,31,9684
2014-03-04,41,100327
2014-03-04,42,11459
2014-03-04,43,13823
2014-03-04,44,20118
2014-03-04,45,16695
2014-03-04,46,17464
2014-03-04,47,22213
2014-03-04,48,27094
2014-03-04,49,4898
2014-03-04,99,418719
2014-03-05,11,77514
2014-03-05,26,29163
2014-03-05,27,19134
2014-03-05,28,21707
2014-03-05,29,11443
2014-03-05,30,13584
2014-03-05,31,9542
