성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
남자,1,45,0.105,2022-07-06 22:03:00,순천경찰서
남자,1,25,0.096,2022-07-06 22:03:00,제주동부경찰서
남자,1,62,0.038,2022-07-06 22:04:00,안양만안경찰서
남자,1,42,0.143,2022-07-06 22:06:00,순천경찰서
남자,1,25,0.049,2022-07-06 22:06:00,제주동부경찰서
남자,1,49,0.098,2022-07-06 22:07:00,김포경찰서
여자,1,41,0.127,2022-07-06 22:08:00,울산남부경찰서
남자,1,34,0.174,2022-07-06 22:09:00,성남수정경찰서
남자,1,58,0.031,2022-07-06 22:11:00,여수경찰서
남자,1,53,0.185,2022-07-06 22:11:00,인천중부경찰서
남자,1,43,0.122,2022-07-06 22:14:00,광주서부경찰서
남자,1,26,0.05,2022-07-06 22:17:00,고령경찰서
남자,1,54,0.126,2022-07-06 22:22:00,광양경찰서
남자,1,23,0.094,2022-07-06 22:22:00,인천미추홀경찰서
남자,1,30,0.108,2022-07-06 22:24:00,대전중부경찰서
남자,1,27,0.088,2022-07-06 22:24:00,수원서부경찰서
여자,1,26,0.063,2022-07-06 22:24:00,광주서부경찰서
여자,1,46,0.163,2022-07-06 22:25:00,광주경찰서
여자,1,22,0.047,2022-07-06 22:25:00,울산울주경찰서
남자,1,41,0.078,2022-07-06 22:28:00,부산기장경찰서
남자,1,65,0.19,2022-07-06 22:29:00,화성동탄경찰서
남자,1,56,0.132,2022-07-06 22:34:00,파주경찰서
남자,1,62,0.167,2022-07-06 22:36:00,화성서부경찰서
남자,1,40,0.152,2022-07-06 22:37:00,광주북부경찰서
남자,1,27,0.03,2022-07-06 22:38:00,인천남동경찰서
남자,1,46,0.183,2022-07-06 22:41:00,대구달서경찰서
남자,1,32,0.219,2022-07-06 22:43:00,서울동작경찰서
남자,1,69,0.075,2022-07-06 22:43:00,전주완산경찰서
남자,1,29,0.076,2022-07-06 22:43:00,평택경찰서
남자,1,30,0.053,2022-07-06 22:44:00,여수경찰서
남자,1,56,0.124,2022-07-06 22:46:00,여수경찰서
남자,1,45,0.115,2022-07-06 22:46:00,강진경찰서
남자,1,35,0.153,2022-07-06 22:47:00,분당경찰서
남자,1,56,0.128,2022-07-06 22:47:00,서울영등포경찰서
남자,1,39,0.06,2022-07-06 22:47:00,평택경찰서
남자,1,47,0.089,2022-07-06 22:48:00,대전유성경찰서
남자,1,31,0.198,2022-07-06 22:49:00,목포경찰서
남자,1,69,0.159,2022-07-06 22:50:00,광주서부경찰서
남자,1,34,0.091,2022-07-06 22:50:00,평택경찰서
남자,1,46,0.039,2022-07-06 22:50:00,대구중부경찰서
남자,1,46,0.046,2022-07-06 22:52:00,서울용산경찰서
남자,1,27,0.128,2022-07-06 22:52:00,수원중부경찰서
여자,1,33,0.128,2022-07-06 22:54:00,김포경찰서
남자,1,27,0.161,2022-07-06 22:55:00,이천경찰서
남자,1,52,0.084,2022-07-06 22:55:00,부산사하경찰서
여자,1,29,0.138,2022-07-06 22:56:00,파주경찰서
여자,1,45,0.073,2022-07-06 22:56:00,여수경찰서
여자,1,26,0.08,2022-07-06 22:58:00,밀양경찰서
남자,1,26,0.177,2022-07-06 22:59:00,거제경찰서
남자,1,38,0.1,2022-07-06 23:00:00,화성서부경찰서
남자,1,59,0.107,2022-07-06 23:02:00,서울동작경찰서
남자,1,44,0.17,2022-07-06 23:03:00,의정부경찰서
남자,1,41,0.105,2022-07-06 23:05:00,시흥경찰서
남자,1,54,0.097,2022-07-06 23:05:00,광주북부경찰서
남자,1,49,0.143,2022-07-06 23:07:00,서울방배경찰서
남자,1,51,0.121,2022-07-06 23:07:00,서울구로경찰서
남자,1,29,0.152,2022-07-06 23:08:00,서울수서경찰서
남자,1,42,0.084,2022-07-06 23:09:00,남양주북부경찰서
남자,1,48,0.136,2022-07-06 23:09:00,서울용산경찰서
남자,1,45,0.275,2022-07-06 23:10:00,분당경찰서
남자,1,48,0.161,2022-07-06 23:10:00,장성경찰서
남자,1,40,0.144,2022-07-06 23:12:00,파주경찰서
남자,1,41,0.16,2022-07-06 23:12:00,서울영등포경찰서
남자,1,40,0.048,2022-07-06 23:13:00,대구북부경찰서
여자,1,43,0.082,2022-07-06 23:13:00,창원중부경찰서
남자,1,36,0.09,2022-07-06 23:14:00,대구북부경찰서
남자,1,28,0.205,2022-07-06 23:15:00,분당경찰서
여자,1,31,0.042,2022-07-06 23:15:00,대구서부경찰서
남자,1,42,0.122,2022-07-06 23:16:00,광주서부경찰서
남자,1,27,0.073,2022-07-06 23:16:00,서울송파경찰서
여자,1,31,0.203,2022-07-06 23:16:00,서울강남경찰서
남자,1,39,0.178,2022-07-06 23:18:00,서울금천경찰서
남자,1,44,0.176,2022-07-06 23:19:00,오산경찰서
남자,1,27,0.124,2022-07-06 23:20:00,목포경찰서
남자,1,39,0.083,2022-07-06 23:20:00,수원중부경찰서
남자,1,26,0.126,2022-07-06 23:21:00,울산울주경찰서
남자,1,46,0.153,2022-07-06 23:22:00,서귀포경찰서
남자,1,40,0.046,2022-07-06 23:23:00,포항북부경찰서
남자,1,33,0.056,2022-07-06 23:25:00,포항남부경찰서
남자,1,40,0.177,2022-07-06 23:26:00,안양동안경찰서
남자,1,50,0.128,2022-07-06 23:28:00,서울광진경찰서
남자,1,54,0.034,2022-07-06 23:29:00,광양경찰서
남자,1,41,0.093,2022-07-06 23:29:00,광주광산경찰서
남자,1,41,0.038,2022-07-06 23:29:00,대구달서경찰서
남자,1,45,0.036,2022-07-06 23:30:00,수원중부경찰서
남자,1,53,0.201,2022-07-06 23:30:00,창원중부경찰서
남자,1,26,0.126,2022-07-06 23:30:00,화성동탄경찰서
남자,1,35,0.063,2022-07-06 23:32:00,부천원미경찰서
남자,1,33,0.135,2022-07-06 23:32:00,구리경찰서
남자,2,31,0.217,2022-07-06 23:33:00,목포경찰서
남자,1,49,0.147,2022-07-06 23:34:00,나주경찰서
여자,1,27,0.132,2022-07-06 23:35:00,마산동부경찰서
여자,1,53,0.086,2022-07-06 23:36:00,대구강북경찰서
여자,1,52,0.045,2022-07-06 23:38:00,대구강북경찰서
남자,1,35,0.083,2022-07-06 23:38:00,분당경찰서
남자,1,47,0.171,2022-07-06 23:39:00,대전서부경찰서
남자,1,36,0.124,2022-07-06 23:39:00,평택경찰서
남자,1,48,0.115,2022-07-06 23:40:00,서울금천경찰서
여자,1,51,0.213,2022-07-06 23:41:00,김해중부경찰서
남자,1,56,0.079,2022-07-06 23:46:00,서울종로경찰서
남자,1,43,0.077,2022-07-06 23:46:00,통영경찰서
남자,1,45,0.262,2022-07-06 23:47:00,목포경찰서
남자,1,29,0.105,2022-07-06 23:48:00,경주경찰서
남자,1,49,0.085,2022-07-06 23:48:00,서울중랑경찰서
남자,1,56,0.142,2022-07-06 23:50:00,안산상록경찰서
남자,1,39,0.096,2022-07-06 23:51:00,동두천경찰서
여자,1,49,0.035,2022-07-06 23:53:00,대구달성경찰서
남자,1,32,0.104,2022-07-06 23:55:00,대구강북경찰서
여자,1,46,0.15,2022-07-06 23:55:00,화성서부경찰서
남자,1,59,0.207,2022-07-07 00:02:00,안산단원경찰서
남자,1,45,0.139,2022-07-07 00:02:00,천안동남경찰서
남자,1,40,0.073,2022-07-07 00:02:00,인천삼산경찰서
여자,1,24,0.218,2022-07-07 00:05:00,논산경찰서
여자,1,46,0.039,2022-07-07 00:06:00,서울영등포경찰서
남자,1,36,0.131,2022-07-07 00:08:00,부천원미경찰서
남자,1,52,0.159,2022-07-07 00:12:00,청주흥덕경찰서
남자,1,60,0.108,2022-07-07 00:14:00,거제경찰서
남자,1,60,0.174,2022-07-07 00:15:00,홍천경찰서
남자,1,56,0.315,2022-07-07 00:16:00,청도경찰서
남자,1,35,0.262,2022-07-07 00:18:00,이천경찰서
남자,1,50,0.154,2022-07-07 00:19:00,대구달서경찰서
남자,1,28,0.075,2022-07-07 00:19:00,서울중부경찰서
여자,1,36,0.176,2022-07-07 00:19:00,서울영등포경찰서
남자,1,21,0.098,2022-07-07 00:21:00,수원서부경찰서
여자,1,42,0.157,2022-07-07 00:24:00,광주경찰서
남자,1,53,0.191,2022-07-07 00:26:00,수원중부경찰서
남자,1,38,0.174,2022-07-07 00:26:00,대구성서경찰서
남자,1,38,0.204,2022-07-07 00:26:00,서울마포경찰서
남자,1,27,0.095,2022-07-07 00:28:00,서울성동경찰서
남자,1,48,0.148,2022-07-07 00:29:00,청주청원경찰서
남자,1,39,0.087,2022-07-07 00:30:00,수원중부경찰서
남자,1,39,0.038,2022-07-07 00:30:00,시흥경찰서
남자,1,58,0.137,2022-07-07 00:31:00,남양주북부경찰서
남자,1,41,0.032,2022-07-07 00:31:00,서울강북경찰서
남자,1,33,0.176,2022-07-07 00:31:00,수원서부경찰서
남자,1,37,0.079,2022-07-07 00:37:00,수원남부경찰서
남자,1,21,0.153,2022-07-07 00:37:00,남양주남부경찰서
남자,1,27,0.119,2022-07-07 00:39:00,수원중부경찰서
남자,1,38,0.053,2022-07-07 00:42:00,괴산경찰서
여자,1,67,0.087,2022-07-07 00:47:00,천안서북경찰서
남자,1,29,0.217,2022-07-07 00:48:00,서울동대문경찰서
남자,1,41,0.124,2022-07-07 00:48:00,하남경찰서
남자,1,28,0.086,2022-07-07 00:48:00,창원중부경찰서
남자,1,32,0.098,2022-07-07 00:49:00,수원남부경찰서
남자,1,59,0.109,2022-07-07 00:54:00,거제경찰서
남자,1,47,0.134,2022-07-07 00:55:00,부천원미경찰서
남자,1,29,0.147,2022-07-07 00:55:00,구미경찰서
남자,1,25,0.097,2022-07-07 00:55:00,부산남부경찰서
남자,1,48,0.067,2022-07-07 00:58:00,시흥경찰서
여자,1,48,0.193,2022-07-07 00:59:00,대구강북경찰서
남자,1,27,0.218,2022-07-07 00:59:00,대전유성경찰서
남자,1,32,0.175,2022-07-07 01:00:00,부천원미경찰서
남자,1,43,0.189,2022-07-07 01:03:00,광주경찰서
남자,1,28,0.144,2022-07-07 01:03:00,서울성동경찰서
남자,1,22,0.074,2022-07-07 01:06:00,광주서부경찰서
남자,1,30,0.049,2022-07-07 01:07:00,수원남부경찰서
남자,1,23,0.082,2022-07-07 01:08:00,수원중부경찰서
남자,1,52,0.222,2022-07-07 01:13:00,서울마포경찰서
남자,1,48,0.058,2022-07-07 01:14:00,청주청원경찰서
남자,1,51,0.118,2022-07-07 01:15:00,광주북부경찰서
여자,1,52,0.109,2022-07-07 01:15:00,서울서초경찰서
남자,1,40,0.195,2022-07-07 01:19:00,인천계양경찰서
남자,1,42,0.076,2022-07-07 01:20:00,여수경찰서
여자,1,50,0.099,2022-07-07 01:20:00,서울중랑경찰서
남자,1,42,0.165,2022-07-07 01:21:00,서울마포경찰서
남자,1,28,0.097,2022-07-07 01:24:00,전주완산경찰서
남자,1,35,0.167,2022-07-07 01:24:00,평택경찰서
남자,1,34,0.128,2022-07-07 01:36:00,서울중랑경찰서
남자,1,42,0.14,2022-07-07 01:36:00,통영경찰서
남자,1,53,0.21,2022-07-07 01:36:00,순천경찰서
남자,1,26,0.097,2022-07-07 01:38:00,부산금정경찰서
여자,1,41,0.097,2022-07-07 01:42:00,용인동부경찰서
여자,1,54,0.142,2022-07-07 01:46:00,거제경찰서
남자,1,19,0.127,2022-07-07 01:48:00,춘천경찰서
남자,1,23,0.148,2022-07-07 01:49:00,대구성서경찰서
남자,1,32,0.188,2022-07-07 01:49:00,분당경찰서
남자,1,44,0.153,2022-07-07 01:55:00,용인동부경찰서
남자,1,32,0.167,2022-07-07 01:58:00,하남경찰서
남자,1,37,0.162,2022-07-07 01:59:00,진해경찰서
남자,1,21,0.118,2022-07-07 01:59:00,일산서부경찰서
남자,1,49,0.176,2022-07-07 02:01:00,서울중랑경찰서
남자,1,45,0.14,2022-07-07 02:05:00,울산울주경찰서
남자,1,56,0.086,2022-07-07 02:05:00,천안서북경찰서
남자,1,32,0.122,2022-07-07 02:10:00,인천남동경찰서
남자,1,33,0.134,2022-07-07 02:15:00,남양주북부경찰서
남자,1,26,0.091,2022-07-07 02:15:00,하남경찰서
여자,1,33,0.167,2022-07-07 02:16:00,대전서부경찰서
남자,1,26,0.177,2022-07-07 02:18:00,남양주북부경찰서
남자,1,28,0.199,2022-07-07 02:19:00,오산경찰서
여자,1,44,0.205,2022-07-07 02:20:00,김해서부경찰서
남자,1,56,0.155,2022-07-07 02:24:00,서울영등포경찰서
여자,1,47,0.16,2022-07-07 02:24:00,서울노원경찰서
남자,1,22,0.157,2022-07-07 02:27:00,포항남부경찰서
남자,1,18,0.097,2022-07-07 02:33:00,청주흥덕경찰서
남자,1,37,0.159,2022-07-07 02:36:00,화성동탄경찰서
남자,1,31,0.179,2022-07-07 02:40:00,부산강서경찰서
남자,1,49,0.135,2022-07-07 02:41:00,남양주남부경찰서
남자,1,21,0.108,2022-07-07 02:43:00,김제경찰서
남자,1,39,0.109,2022-07-07 02:46:00,파주경찰서
여자,1,50,0.048,2022-07-07 02:56:00,서울강서경찰서
남자,1,24,0.137,2022-07-07 03:01:00,전주덕진경찰서
여자,1,42,0.092,2022-07-07 03:06:00,광양경찰서
남자,1,56,0.172,2022-07-07 03:08:00,부산연제경찰서
여자,1,61,0.133,2022-07-07 03:12:00,청주청원경찰서
남자,1,24,0.211,2022-07-07 03:13:00,천안동남경찰서
남자,1,38,0.04,2022-07-07 03:18:00,고양경찰서
남자,1,36,0.098,2022-07-07 03:20:00,서울성동경찰서
남자,1,42,0.094,2022-07-07 03:23:00,서울관악경찰서
남자,1,39,0.076,2022-07-07 03:24:00,대구수성경찰서
여자,1,60,0.097,2022-07-07 03:27:00,여수경찰서
남자,1,56,0.157,2022-07-07 03:31:00,안성경찰서
남자,1,32,0.183,2022-07-07 03:35:00,청주흥덕경찰서
남자,1,41,0.215,2022-07-07 03:50:00,남양주남부경찰서
남자,1,19,0.078,2022-07-07 03:50:00,서울강북경찰서
남자,1,40,0.138,2022-07-07 03:50:00,대전유성경찰서
남자,1,28,0.144,2022-07-07 03:50:00,서울양천경찰서
남자,1,26,0.153,2022-07-07 03:50:00,서울종암경찰서
남자,1,18,0.067,2022-07-07 03:53:00,서울강북경찰서
남자,1,39,0.157,2022-07-07 03:53:00,서울영등포경찰서
남자,1,33,0.145,2022-07-07 03:53:00,부산동래경찰서
남자,1,28,0.167,2022-07-07 03:59:00,청주흥덕경찰서
여자,1,30,0.06,2022-07-07 04:01:00,인천부평경찰서
남자,1,24,0.158,2022-07-07 04:06:00,평택경찰서
남자,1,29,0.143,2022-07-07 04:11:00,안산단원경찰서
남자,1,37,0.149,2022-07-07 04:16:00,안산단원경찰서
남자,1,31,0.195,2022-07-07 04:22:00,서울송파경찰서
남자,1,28,0.205,2022-07-07 04:25:00,의왕경찰서
남자,1,57,0.181,2022-07-07 04:25:00,전주덕진경찰서
남자,1,30,0.231,2022-07-07 04:26:00,울산울주경찰서
남자,1,33,0.191,2022-07-07 04:34:00,춘천경찰서
남자,1,42,0.075,2022-07-07 04:35:00,대전둔산경찰서
남자,1,31,0.146,2022-07-07 04:39:00,춘천경찰서
남자,1,29,0.134,2022-07-07 04:40:00,청주흥덕경찰서
남자,1,26,0.135,2022-07-07 04:43:00,화순경찰서
남자,1,32,0.111,2022-07-07 05:04:00,대구남부경찰서
남자,1,46,0.118,2022-07-07 05:05:00,이천경찰서
남자,1,32,0.1,2022-07-07 05:13:00,대구강북경찰서
남자,1,44,0.087,2022-07-07 05:19:00,서울중랑경찰서
남자,1,30,0.08,2022-07-07 05:20:00,파주경찰서
여자,1,29,0.098,2022-07-07 05:24:00,원주경찰서
남자,1,40,0.141,2022-07-07 05:40:00,광주경찰서
남자,1,22,0.044,2022-07-07 05:42:00,양산경찰서
남자,1,32,0.193,2022-07-07 05:43:00,포항북부경찰서
남자,1,29,0.117,2022-07-07 05:59:00,인천계양경찰서
남자,1,28,0.19,2022-07-07 06:02:00,대전유성경찰서
여자,1,28,0.178,2022-07-07 06:03:00,인천계양경찰서
남자,1,37,0.142,2022-07-07 06:14:00,화성동탄경찰서
남자,1,29,0.163,2022-07-07 06:20:00,남양주북부경찰서
남자,1,24,0.141,2022-07-07 06:20:00,창원서부경찰서
남자,1,48,0.095,2022-07-07 06:23:00,인천서부경찰서
남자,1,45,0.108,2022-07-07 06:25:00,서울강서경찰서
여자,1,28,0.074,2022-07-07 06:25:00,서울서초경찰서
남자,1,47,0.125,2022-07-07 06:27:00,일산동부경찰서
남자,1,35,0.145,2022-07-07 06:46:00,부산동래경찰서
남자,1,33,0.129,2022-07-07 06:52:00,서울금천경찰서
여자,1,48,0.056,2022-07-07 07:03:00,서울수서경찰서
남자,1,36,0.053,2022-07-07 07:13:00,목포경찰서
남자,1,56,0.09,2022-07-07 07:28:00,양주경찰서
남자,1,58,0.047,2022-07-07 07:29:00,광주북부경찰서
남자,1,33,0.104,2022-07-07 07:34:00,고양경찰서
남자,1,26,0.183,2022-07-07 07:36:00,서울마포경찰서
남자,1,30,0.179,2022-07-07 07:38:00,고양경찰서
남자,1,36,0.157,2022-07-07 07:45:00,대구남부경찰서
남자,1,49,0.046,2022-07-07 08:00:00,광주서부경찰서
남자,1,42,0.04,2022-07-07 08:06:00,광주광산경찰서
남자,1,51,0.051,2022-07-07 08:09:00,광주광산경찰서
여자,1,30,0.07,2022-07-07 08:19:00,서울중부경찰서
남자,1,29,0.188,2022-07-07 08:19:00,울산남부경찰서
남자,1,21,0.178,2022-07-07 08:50:00,일산서부경찰서
남자,1,30,0.112,2022-07-07 08:51:00,부천원미경찰서
남자,1,30,0.049,2022-07-07 09:04:00,전주덕진경찰서
남자,1,27,0.118,2022-07-07 09:25:00,구미경찰서
남자,1,25,0.131,2022-07-07 09:28:00,인천논현경찰서
남자,1,66,0.238,2022-07-07 09:34:00,순천경찰서
남자,1,59,0.055,2022-07-07 09:37:00,영암경찰서
남자,1,26,0.152,2022-07-07 09:43:00,서울노원경찰서
남자,1,31,0.188,2022-07-07 09:44:00,포항북부경찰서
남자,1,39,0.067,2022-07-07 09:50:00,안양동안경찰서
남자,1,24,0.076,2022-07-07 10:00:00,인천중부경찰서
남자,1,35,0.311,2022-07-07 10:10:00,원주경찰서
남자,1,27,0.17,2022-07-07 10:13:00,서울중부경찰서
남자,1,22,0.043,2022-07-07 10:30:00,광주서부경찰서
남자,1,60,0.03,2022-07-07 10:39:00,이천경찰서
남자,1,25,0.093,2022-07-07 10:43:00,청도경찰서
남자,1,46,0.124,2022-07-07 10:47:00,서천경찰서
남자,1,26,0.089,2022-07-07 11:14:00,대구달서경찰서
여자,1,46,0.248,2022-07-07 11:41:00,제주서부경찰서
남자,1,27,0.143,2022-07-07 11:48:00,대전둔산경찰서
남자,1,50,0.149,2022-07-07 14:01:00,사천경찰서
남자,1,55,0.038,2022-07-07 14:11:00,마산동부경찰서
남자,1,38,0.086,2022-07-07 14:29:00,부산기장경찰서
남자,1,56,0.135,2022-07-07 15:48:00,인천남동경찰서
남자,1,65,0.256,2022-07-07 16:03:00,익산경찰서
남자,1,57,0.182,2022-07-07 16:22:00,광명경찰서
남자,1,52,0.077,2022-07-07 16:23:00,부산강서경찰서
남자,1,47,0.058,2022-07-07 16:38:00,서귀포경찰서
남자,1,67,0.049,2022-07-07 16:54:00,영월경찰서
남자,1,27,0.186,2022-07-07 17:18:00,서울관악경찰서
남자,1,62,0.136,2022-07-07 17:18:00,고창경찰서
남자,1,55,0.244,2022-07-07 17:21:00,광주경찰서
남자,1,54,0.058,2022-07-07 17:21:00,부천원미경찰서
남자,1,73,0.123,2022-07-07 17:24:00,포항남부경찰서
남자,1,66,0.169,2022-07-07 17:25:00,예천경찰서
여자,1,42,0.154,2022-07-07 17:34:00,청주흥덕경찰서
남자,1,42,0.05,2022-07-07 18:37:00,인천중부경찰서
남자,1,53,0.257,2022-07-07 18:43:00,예산경찰서
남자,1,66,0.036,2022-07-07 18:44:00,대구북부경찰서
남자,1,40,0.185,2022-07-07 18:58:00,울산북부경찰서
남자,1,62,0.222,2022-07-07 19:02:00,밀양경찰서
남자,1,63,0.054,2022-07-07 19:04:00,목포경찰서
여자,1,41,0.231,2022-07-07 19:18:00,진해경찰서
남자,1,60,0.043,2022-07-07 19:26:00,무안경찰서
남자,1,54,0.139,2022-07-07 19:36:00,화순경찰서
남자,1,65,0.184,2022-07-07 19:36:00,제주동부경찰서
남자,1,45,0.106,2022-07-07 19:39:00,나주경찰서
남자,1,61,0.101,2022-07-07 19:45:00,대구성서경찰서
남자,1,54,0.113,2022-07-07 19:46:00,울진경찰서
남자,1,50,0.045,2022-07-07 19:47:00,강릉경찰서
남자,1,59,0.159,2022-07-07 19:49:00,목포경찰서
남자,1,64,0.137,2022-07-07 19:52:00,서울강남경찰서
남자,1,53,0.039,2022-07-07 19:55:00,천안서북경찰서
남자,1,54,0.122,2022-07-07 19:59:00,상주경찰서
남자,1,45,0.178,2022-07-07 20:03:00,안산단원경찰서
남자,1,54,0.044,2022-07-07 20:06:00,의성경찰서
남자,1,24,0.07,2022-07-07 20:07:00,영덕경찰서
남자,1,50,0.152,2022-07-07 20:17:00,인천서부경찰서
남자,1,50,0.165,2022-07-07 20:19:00,양주경찰서
남자,1,49,0.05,2022-07-07 20:21:00,진천경찰서
남자,1,51,0.186,2022-07-07 20:21:00,경산경찰서
남자,1,52,0.167,2022-07-07 20:24:00,삼척경찰서
남자,1,59,0.176,2022-07-07 20:28:00,수원남부경찰서
남자,1,28,0.077,2022-07-07 20:37:00,광양경찰서
남자,1,69,0.191,2022-07-07 20:42:00,양구경찰서
남자,1,45,0.068,2022-07-07 20:43:00,진천경찰서
남자,1,23,0.182,2022-07-07 20:46:00,당진경찰서
남자,1,28,0.181,2022-07-07 20:47:00,인천중부경찰서
남자,1,46,0.074,2022-07-07 20:55:00,김천경찰서
남자,1,51,0.099,2022-07-07 20:55:00,평택경찰서
남자,1,49,0.092,2022-07-07 20:56:00,광주광산경찰서
남자,1,52,0.155,2022-07-07 20:57:00,순천경찰서
남자,1,72,0.062,2022-07-07 21:00:00,울진경찰서
남자,1,59,0.033,2022-07-07 21:00:00,진천경찰서
여자,1,34,0.139,2022-07-07 21:04:00,나주경찰서
여자,1,47,0.076,2022-07-07 21:05:00,울산남부경찰서
남자,1,54,0.052,2022-07-07 21:05:00,광주광산경찰서
남자,1,52,0.138,2022-07-07 21:06:00,예산경찰서
남자,1,53,0.11,2022-07-07 21:11:00,안성경찰서
남자,1,41,0.147,2022-07-07 21:12:00,인천중부경찰서
남자,1,52,0.159,2022-07-07 21:12:00,광주광산경찰서
남자,1,53,0.169,2022-07-07 21:13:00,영주경찰서
남자,1,49,0.135,2022-07-07 21:14:00,순천경찰서
남자,1,32,0.107,2022-07-07 21:14:00,울산남부경찰서
남자,1,53,0.069,2022-07-07 21:14:00,청송경찰서
남자,1,66,0.065,2022-07-07 21:17:00,예산경찰서
남자,1,50,0.057,2022-07-07 21:18:00,전주완산경찰서
남자,1,47,0.087,2022-07-07 21:18:00,김천경찰서
남자,1,40,0.037,2022-07-07 21:19:00,부산연제경찰서
남자,1,65,0.16,2022-07-07 21:20:00,광주경찰서
남자,1,52,0.068,2022-07-07 21:20:00,광주광산경찰서
남자,1,47,0.058,2022-07-07 21:20:00,서울강남경찰서
남자,1,61,0.042,2022-07-07 21:21:00,대구수성경찰서
남자,1,64,0.125,2022-07-07 21:23:00,대구남부경찰서
남자,1,42,0.094,2022-07-07 21:24:00,울산동부경찰서
남자,1,40,0.221,2022-07-07 21:26:00,성남수정경찰서
남자,1,60,0.097,2022-07-07 21:28:00,수원남부경찰서
남자,1,56,0.085,2022-07-07 21:28:00,광주광산경찰서
남자,1,47,0.192,2022-07-07 21:30:00,군포경찰서
남자,1,62,0.052,2022-07-07 21:31:00,의정부경찰서
남자,1,44,0.112,2022-07-07 21:33:00,원주경찰서
남자,1,28,0.091,2022-07-07 21:33:00,마산중부경찰서
남자,1,56,0.082,2022-07-07 21:34:00,함양경찰서
남자,1,38,0.047,2022-07-07 21:35:00,대구남부경찰서
남자,1,25,0.109,2022-07-07 21:36:00,서울강서경찰서
남자,1,34,0.129,2022-07-07 21:39:00,광주서부경찰서
남자,1,41,0.192,2022-07-07 21:40:00,안산상록경찰서
남자,1,41,0.074,2022-07-07 21:41:00,수원서부경찰서
남자,1,41,0.069,2022-07-07 21:44:00,광주남부경찰서
남자,1,55,0.143,2022-07-07 21:44:00,원주경찰서
남자,1,47,0.075,2022-07-07 21:47:00,부산강서경찰서
남자,1,58,0.231,2022-07-07 21:47:00,김포경찰서
남자,1,27,0.159,2022-07-07 21:49:00,부산금정경찰서
여자,1,45,0.113,2022-07-07 21:49:00,진해경찰서
남자,1,41,0.1,2022-07-07 21:50:00,대구수성경찰서
남자,1,57,0.138,2022-07-07 21:54:00,공주경찰서
남자,1,44,0.1,2022-07-07 21:56:00,대구수성경찰서
남자,1,43,0.079,2022-07-07 21:56:00,거제경찰서
남자,1,61,0.064,2022-07-07 21:56:00,광주남부경찰서
남자,1,69,0.035,2022-07-07 22:00:00,대전유성경찰서
남자,1,52,0.193,2022-07-07 22:02:00,괴산경찰서
남자,1,32,0.078,2022-07-07 22:03:00,익산경찰서
남자,1,44,0.19,2022-07-07 22:05:00,울릉경찰서
여자,1,54,0.069,2022-07-07 22:07:00,대구북부경찰서
여자,1,38,0.065,2022-07-07 22:08:00,대구동부경찰서
남자,1,31,0.091,2022-07-07 22:09:00,천안서북경찰서
남자,1,43,0.057,2022-07-07 22:09:00,강릉경찰서
남자,1,50,0.15,2022-07-07 22:09:00,안양만안경찰서
남자,1,24,0.068,2022-07-07 22:10:00,울산남부경찰서
남자,1,31,0.082,2022-07-07 22:10:00,인천삼산경찰서
남자,1,44,0.071,2022-07-07 22:12:00,경주경찰서
남자,1,62,0.08,2022-07-07 22:12:00,부산사상경찰서
남자,1,66,0.053,2022-07-07 22:12:00,대전동부경찰서
여자,1,42,0.2,2022-07-07 22:13:00,용인동부경찰서
남자,1,59,0.053,2022-07-07 22:16:00,서울용산경찰서
여자,1,46,0.059,2022-07-07 22:17:00,구미경찰서
여자,1,63,0.152,2022-07-07 22:18:00,목포경찰서
남자,1,52,0.118,2022-07-07 22:19:00,경산경찰서
남자,1,38,0.096,2022-07-07 22:19:00,서울성동경찰서
남자,1,47,0.069,2022-07-07 22:20:00,영천경찰서
남자,1,27,0.199,2022-07-07 22:22:00,울산남부경찰서
남자,1,27,0.165,2022-07-07 22:23:00,평택경찰서
여자,1,41,0.051,2022-07-07 22:24:00,여수경찰서
남자,1,34,0.156,2022-07-07 22:24:00,고양경찰서
남자,1,34,0.252,2022-07-07 22:24:00,고양경찰서
남자,1,44,0.162,2022-07-07 22:24:00,고양경찰서
남자,1,49,0.094,2022-07-07 22:25:00,대구동부경찰서
남자,1,41,0.149,2022-07-07 22:28:00,화성동탄경찰서
남자,1,58,0.102,2022-07-07 22:28:00,광주경찰서
남자,1,41,0.145,2022-07-07 22:29:00,대구수성경찰서
남자,1,38,0.111,2022-07-07 22:29:00,부산기장경찰서
남자,1,27,0.116,2022-07-07 22:32:00,고양경찰서
여자,1,38,0.129,2022-07-07 22:36:00,양주경찰서
남자,1,20,0.032,2022-07-07 22:36:00,대전대덕경찰서
남자,1,38,0.063,2022-07-07 22:39:00,수원서부경찰서
남자,1,24,0.192,2022-07-07 22:46:00,광주북부경찰서
남자,1,23,0.11,2022-07-07 22:49:00,남양주북부경찰서
남자,1,35,0.17,2022-07-07 22:49:00,칠곡경찰서
남자,1,27,0.036,2022-07-07 22:51:00,대구중부경찰서
여자,1,55,0.122,2022-07-07 22:53:00,부천원미경찰서
남자,1,29,0.074,2022-07-07 22:55:00,대구중부경찰서
남자,1,37,0.048,2022-07-07 22:55:00,서울종암경찰서
