성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
남자,1,48,0.107,2022-07-14 15:51:00,수원남부경찰서
남자,1,69,0.048,2022-07-14 16:15:00,서울성동경찰서
남자,1,55,0.127,2022-07-14 16:31:00,남양주남부경찰서
남자,1,46,0.361,2022-07-14 16:44:00,안양만안경찰서
남자,1,75,0.051,2022-07-14 16:58:00,서울수서경찰서
남자,1,61,0.184,2022-07-14 17:12:00,전주덕진경찰서
남자,1,53,0.199,2022-07-14 17:15:00,서울송파경찰서
여자,1,55,0.146,2022-07-14 17:23:00,천안서북경찰서
남자,1,60,0.068,2022-07-14 17:28:00,영주경찰서
남자,1,69,0.124,2022-07-14 17:52:00,칠곡경찰서
남자,1,39,0.135,2022-07-14 17:56:00,가평경찰서
남자,1,67,0.175,2022-07-14 18:05:00,마산중부경찰서
남자,1,54,0.099,2022-07-14 18:21:00,서울강북경찰서
남자,1,64,0.18,2022-07-14 18:23:00,인천중부경찰서
남자,1,54,0.131,2022-07-14 18:37:00,파주경찰서
남자,1,32,0.173,2022-07-14 18:41:00,평택경찰서
남자,1,57,0.101,2022-07-14 18:45:00,포천경찰서
남자,1,40,0.186,2022-07-14 18:54:00,광양경찰서
남자,1,65,0.054,2022-07-14 18:54:00,구미경찰서
남자,1,60,0.151,2022-07-14 19:05:00,순천경찰서
남자,1,52,0.127,2022-07-14 19:16:00,남해경찰서
여자,1,61,0.055,2022-07-14 19:19:00,남해경찰서
여자,1,58,0.132,2022-07-14 19:22:00,대전유성경찰서
남자,1,75,0.157,2022-07-14 19:23:00,일산서부경찰서
남자,1,47,0.123,2022-07-14 19:36:00,여수경찰서
남자,1,74,0.034,2022-07-14 19:41:00,서울노원경찰서
남자,1,73,0.144,2022-07-14 19:50:00,부산연제경찰서
남자,1,21,0.097,2022-07-14 19:53:00,김포경찰서
남자,1,50,0.033,2022-07-14 19:57:00,단양경찰서
남자,1,59,0.1,2022-07-14 20:00:00,임실경찰서
남자,1,86,0.1,2022-07-14 20:02:00,태안경찰서
남자,1,59,0.151,2022-07-14 20:05:00,진주경찰서
남자,1,38,0.064,2022-07-14 20:11:00,제주동부경찰서
남자,1,50,0.214,2022-07-14 20:18:00,부천원미경찰서
남자,1,65,0.086,2022-07-14 20:20:00,진천경찰서
남자,1,75,0.111,2022-07-14 20:22:00,임실경찰서
남자,1,61,0.036,2022-07-14 20:24:00,횡성경찰서
남자,1,25,0.061,2022-07-14 20:27:00,울산북부경찰서
남자,1,59,0.063,2022-07-14 20:33:00,천안동남경찰서
남자,1,51,0.04,2022-07-14 20:41:00,영천경찰서
남자,1,54,0.056,2022-07-14 20:48:00,괴산경찰서
남자,1,46,0.127,2022-07-14 20:51:00,울산북부경찰서
남자,1,41,0.094,2022-07-14 20:52:00,안양만안경찰서
남자,1,29,0.126,2022-07-14 20:54:00,울산북부경찰서
남자,1,43,0.043,2022-07-14 20:59:00,제주동부경찰서
여자,1,45,0.156,2022-07-14 20:59:00,청주청원경찰서
남자,1,38,0.053,2022-07-14 21:01:00,광주광산경찰서
남자,1,53,0.105,2022-07-14 21:07:00,평택경찰서
남자,1,37,0.039,2022-07-14 21:09:00,평택경찰서
남자,1,76,0.177,2022-07-14 21:09:00,보성경찰서
남자,1,74,0.127,2022-07-14 21:09:00,울산중부경찰서
남자,1,46,0.126,2022-07-14 21:12:00,울산동부경찰서
남자,1,72,0.097,2022-07-14 21:13:00,함평경찰서
남자,1,58,0.049,2022-07-14 21:17:00,울산울주경찰서
여자,1,46,0.068,2022-07-14 21:17:00,대전서부경찰서
남자,1,43,0.045,2022-07-14 21:17:00,남양주남부경찰서
남자,1,39,0.044,2022-07-14 21:20:00,파주경찰서
남자,1,21,0.15,2022-07-14 21:25:00,예산경찰서
남자,1,41,0.11,2022-07-14 21:28:00,익산경찰서
남자,1,43,0.047,2022-07-14 21:28:00,구미경찰서
남자,1,46,0.032,2022-07-14 21:32:00,경산경찰서
남자,1,45,0.057,2022-07-14 21:32:00,평택경찰서
남자,1,43,0.133,2022-07-14 21:33:00,안성경찰서
남자,1,40,0.199,2022-07-14 21:34:00,양주경찰서
남자,1,57,0.237,2022-07-14 21:37:00,양구경찰서
남자,1,31,0.039,2022-07-14 21:38:00,대구동부경찰서
남자,1,44,0.078,2022-07-14 21:38:00,영암경찰서
남자,1,54,0.048,2022-07-14 21:40:00,대구동부경찰서
남자,1,36,0.114,2022-07-14 21:40:00,평택경찰서
남자,1,49,0.138,2022-07-14 21:41:00,강릉경찰서
남자,1,50,0.118,2022-07-14 21:41:00,부산사하경찰서
여자,1,48,0.119,2022-07-14 21:41:00,울산동부경찰서
여자,1,48,0.143,2022-07-14 21:42:00,보령경찰서
여자,1,50,0.068,2022-07-14 21:43:00,대구동부경찰서
남자,1,42,0.03,2022-07-14 21:45:00,대구중부경찰서
남자,1,27,0.052,2022-07-14 21:45:00,서귀포경찰서
남자,1,25,0.098,2022-07-14 21:46:00,대전대덕경찰서
남자,1,54,0.065,2022-07-14 21:48:00,의정부경찰서
남자,1,22,0.033,2022-07-14 21:49:00,평택경찰서
남자,1,58,0.064,2022-07-14 21:51:00,장수경찰서
남자,2,68,0.195,2022-07-14 21:51:00,서울송파경찰서
남자,1,32,0.031,2022-07-14 21:52:00,파주경찰서
남자,1,70,0.089,2022-07-14 21:52:00,수원중부경찰서
남자,1,26,0.056,2022-07-14 21:53:00,광주광산경찰서
남자,1,56,0.043,2022-07-14 21:55:00,부산연제경찰서
남자,1,46,0.042,2022-07-14 21:55:00,남양주남부경찰서
남자,1,37,0.09,2022-07-14 21:56:00,구리경찰서
남자,1,39,0.094,2022-07-14 21:57:00,경주경찰서
남자,1,23,0.035,2022-07-14 21:57:00,평택경찰서
남자,1,63,0.044,2022-07-14 21:57:00,보성경찰서
남자,1,44,0.145,2022-07-14 22:01:00,서울송파경찰서
남자,1,52,0.115,2022-07-14 22:03:00,전주완산경찰서
남자,1,50,0.062,2022-07-14 22:04:00,광주광산경찰서
남자,1,52,0.192,2022-07-14 22:04:00,천안동남경찰서
남자,1,62,0.046,2022-07-14 22:04:00,성남수정경찰서
남자,1,33,0.142,2022-07-14 22:05:00,부산해운대경찰서
남자,1,25,0.141,2022-07-14 22:05:00,서울강북경찰서
남자,1,54,0.048,2022-07-14 22:05:00,천안서북경찰서
남자,1,52,0.113,2022-07-14 22:05:00,광주경찰서
남자,1,42,0.116,2022-07-14 22:07:00,안산단원경찰서
여자,1,31,0.146,2022-07-14 22:09:00,군산경찰서
남자,1,43,0.182,2022-07-14 22:09:00,칠곡경찰서
남자,1,56,0.122,2022-07-14 22:10:00,청주상당경찰서
남자,1,50,0.187,2022-07-14 22:10:00,용인동부경찰서
남자,1,46,0.066,2022-07-14 22:12:00,용인동부경찰서
여자,1,41,0.111,2022-07-14 22:13:00,분당경찰서
남자,1,43,0.073,2022-07-14 22:16:00,익산경찰서
남자,1,26,0.06,2022-07-14 22:16:00,광주남부경찰서
남자,1,62,0.112,2022-07-14 22:16:00,대구달서경찰서
남자,1,59,0.112,2022-07-14 22:18:00,일산동부경찰서
남자,1,46,0.121,2022-07-14 22:19:00,고양경찰서
남자,1,60,0.138,2022-07-14 22:20:00,의정부경찰서
남자,1,45,0.156,2022-07-14 22:20:00,부산해운대경찰서
여자,1,45,0.064,2022-07-14 22:21:00,군산경찰서
남자,1,74,0.186,2022-07-14 22:23:00,성남중원경찰서
남자,1,47,0.082,2022-07-14 22:25:00,광주경찰서
남자,1,42,0.047,2022-07-14 22:25:00,대구달서경찰서
남자,1,30,0.041,2022-07-14 22:28:00,서귀포경찰서
여자,1,52,0.066,2022-07-14 22:28:00,안양동안경찰서
남자,1,26,0.093,2022-07-14 22:28:00,평택경찰서
남자,1,51,0.1,2022-07-14 22:29:00,대전유성경찰서
남자,1,38,0.136,2022-07-14 22:30:00,평택경찰서
남자,1,30,0.059,2022-07-14 22:30:00,가평경찰서
여자,1,29,0.072,2022-07-14 22:31:00,대구중부경찰서
남자,1,41,0.096,2022-07-14 22:32:00,용인동부경찰서
남자,1,37,0.185,2022-07-14 22:33:00,성남중원경찰서
남자,1,52,0.075,2022-07-14 22:35:00,광주북부경찰서
남자,1,57,0.125,2022-07-14 22:36:00,대구성서경찰서
남자,1,48,0.177,2022-07-14 22:37:00,대전둔산경찰서
남자,1,33,0.201,2022-07-14 22:37:00,대구북부경찰서
남자,1,57,0.122,2022-07-14 22:39:00,전주완산경찰서
여자,1,37,0.137,2022-07-14 22:42:00,서울영등포경찰서
남자,1,25,0.06,2022-07-14 22:43:00,광명경찰서
여자,1,49,0.184,2022-07-14 22:46:00,여수경찰서
남자,1,54,0.043,2022-07-14 22:46:00,대전유성경찰서
남자,1,49,0.184,2022-07-14 22:47:00,청주청원경찰서
남자,1,32,0.101,2022-07-14 22:54:00,일산동부경찰서
남자,1,54,0.063,2022-07-14 22:55:00,천안동남경찰서
남자,1,40,0.049,2022-07-14 22:57:00,대구서부경찰서
남자,1,44,0.099,2022-07-14 23:00:00,남양주남부경찰서
남자,1,49,0.186,2022-07-14 23:01:00,고양경찰서
남자,1,36,0.049,2022-07-14 23:01:00,평택경찰서
남자,1,35,0.093,2022-07-14 23:02:00,평택경찰서
남자,1,59,0.186,2022-07-14 23:04:00,서울마포경찰서
남자,1,41,0.118,2022-07-14 23:04:00,남양주남부경찰서
남자,1,36,0.122,2022-07-14 23:04:00,화성서부경찰서
남자,1,24,0.125,2022-07-14 23:05:00,대구달서경찰서
남자,1,48,0.071,2022-07-14 23:07:00,제주동부경찰서
남자,1,28,0.049,2022-07-14 23:09:00,성남중원경찰서
남자,1,41,0.057,2022-07-14 23:10:00,대전대덕경찰서
남자,1,44,0.143,2022-07-14 23:10:00,김포경찰서
남자,1,54,0.048,2022-07-14 23:12:00,서울종암경찰서
남자,1,41,0.113,2022-07-14 23:13:00,대구달서경찰서
남자,1,52,0.095,2022-07-14 23:13:00,인천남동경찰서
남자,1,19,0.053,2022-07-14 23:15:00,고흥경찰서
남자,1,46,0.136,2022-07-14 23:15:00,서울영등포경찰서
남자,1,23,0.053,2022-07-14 23:15:00,수원남부경찰서
남자,1,40,0.068,2022-07-14 23:16:00,거제경찰서
남자,1,47,0.198,2022-07-14 23:16:00,인천중부경찰서
남자,1,28,0.127,2022-07-14 23:17:00,시흥경찰서
여자,1,58,0.107,2022-07-14 23:18:00,창원서부경찰서
남자,1,23,0.098,2022-07-14 23:19:00,인천삼산경찰서
남자,1,26,0.159,2022-07-14 23:20:00,남양주남부경찰서
남자,1,38,0.093,2022-07-14 23:20:00,대구달서경찰서
남자,1,40,0.211,2022-07-14 23:21:00,군산경찰서
남자,1,35,0.169,2022-07-14 23:22:00,천안동남경찰서
남자,1,48,0.197,2022-07-14 23:24:00,수원남부경찰서
남자,1,34,0.086,2022-07-14 23:25:00,부천오정경찰서
남자,1,24,0.036,2022-07-14 23:27:00,춘천경찰서
남자,1,32,0.107,2022-07-14 23:27:00,수원중부경찰서
남자,1,54,0.079,2022-07-14 23:29:00,진주경찰서
남자,1,32,0.235,2022-07-14 23:30:00,아산경찰서
남자,1,62,0.031,2022-07-14 23:30:00,무안경찰서
남자,1,34,0.113,2022-07-14 23:32:00,김해서부경찰서
남자,1,53,0.116,2022-07-14 23:34:00,시흥경찰서
남자,1,45,0.17,2022-07-14 23:37:00,용인동부경찰서
남자,1,46,0.202,2022-07-14 23:41:00,서울금천경찰서
남자,1,39,0.342,2022-07-14 23:44:00,완주경찰서
남자,1,30,0.121,2022-07-14 23:44:00,인천남동경찰서
남자,1,48,0.076,2022-07-14 23:51:00,여수경찰서
남자,1,30,0.082,2022-07-14 23:51:00,대구달성경찰서
남자,1,29,0.232,2022-07-14 23:52:00,광주경찰서
남자,1,33,0.046,2022-07-14 23:54:00,서울마포경찰서
남자,1,40,0.096,2022-07-14 23:55:00,김해중부경찰서
남자,1,22,0.22,2022-07-14 23:55:00,광주광산경찰서
남자,1,34,0.085,2022-07-14 23:57:00,수원중부경찰서
남자,1,24,0.134,2022-07-14 23:57:00,용인서부경찰서
여자,1,47,0.116,2022-07-15 00:00:00,안양만안경찰서
남자,1,57,0.061,2022-07-15 00:02:00,안산상록경찰서
여자,1,53,0.198,2022-07-15 00:03:00,제주동부경찰서
남자,1,45,0.134,2022-07-15 00:05:00,대전둔산경찰서
남자,1,43,0.187,2022-07-15 00:06:00,의왕경찰서
남자,1,50,0.05,2022-07-15 00:07:00,화성동탄경찰서
남자,1,52,0.157,2022-07-15 00:08:00,서울성동경찰서
남자,1,41,0.08,2022-07-15 00:08:00,수원남부경찰서
남자,1,23,0.121,2022-07-15 00:09:00,정선경찰서
남자,1,41,0.21,2022-07-15 00:10:00,세종남부경찰서
남자,1,29,0.073,2022-07-15 00:12:00,창원중부경찰서
남자,1,42,0.169,2022-07-15 00:13:00,서귀포경찰서
남자,1,29,0.148,2022-07-15 00:15:00,수원남부경찰서
남자,1,52,0.163,2022-07-15 00:17:00,인천서부경찰서
남자,1,40,0.161,2022-07-15 00:17:00,서울동대문경찰서
남자,1,50,0.154,2022-07-15 00:18:00,포천경찰서
남자,1,46,0.132,2022-07-15 00:18:00,화성동탄경찰서
남자,1,29,0.085,2022-07-15 00:19:00,창원중부경찰서
남자,1,54,0.099,2022-07-15 00:22:00,목포경찰서
여자,1,35,0.207,2022-07-15 00:22:00,인천남동경찰서
남자,1,37,0.233,2022-07-15 00:23:00,춘천경찰서
남자,1,33,0.177,2022-07-15 00:24:00,분당경찰서
남자,1,50,0.159,2022-07-15 00:24:00,광명경찰서
남자,1,44,0.2,2022-07-15 00:25:00,부천원미경찰서
남자,1,48,0.035,2022-07-15 00:25:00,대구북부경찰서
남자,1,53,0.197,2022-07-15 00:25:00,광주서부경찰서
남자,1,43,0.1,2022-07-15 00:27:00,목포경찰서
남자,1,32,0.221,2022-07-15 00:27:00,부천원미경찰서
남자,1,61,0.159,2022-07-15 00:29:00,김해서부경찰서
남자,1,56,0.161,2022-07-15 00:29:00,제주동부경찰서
남자,1,36,0.039,2022-07-15 00:30:00,대구달성경찰서
남자,1,44,0.091,2022-07-15 00:32:00,인천남동경찰서
남자,1,23,0.109,2022-07-15 00:32:00,인천삼산경찰서
남자,1,48,0.089,2022-07-15 00:33:00,김포경찰서
남자,1,41,0.194,2022-07-15 00:33:00,아산경찰서
여자,1,40,0.214,2022-07-15 00:33:00,서울영등포경찰서
남자,1,53,0.178,2022-07-15 00:34:00,해남경찰서
남자,1,47,0.142,2022-07-15 00:35:00,구미경찰서
남자,1,57,0.206,2022-07-15 00:39:00,마산동부경찰서
남자,1,35,0.247,2022-07-15 00:39:00,남양주북부경찰서
남자,1,28,0.156,2022-07-15 00:42:00,인천부평경찰서
남자,1,22,0.086,2022-07-15 00:45:00,인천삼산경찰서
남자,1,37,0.14,2022-07-15 00:45:00,칠곡경찰서
남자,1,25,0.149,2022-07-15 00:47:00,서귀포경찰서
남자,1,38,0.182,2022-07-15 00:47:00,인천남동경찰서
남자,1,30,0.204,2022-07-15 00:47:00,서울송파경찰서
남자,1,40,0.106,2022-07-15 00:48:00,부천원미경찰서
여자,1,39,0.086,2022-07-15 00:50:00,세종남부경찰서
남자,1,37,0.18,2022-07-15 00:51:00,용인서부경찰서
남자,1,51,0.072,2022-07-15 00:51:00,부천원미경찰서
남자,1,34,0.056,2022-07-15 01:01:00,용인동부경찰서
여자,1,40,0.178,2022-07-15 01:04:00,태백경찰서
남자,1,41,0.129,2022-07-15 01:06:00,오산경찰서
남자,1,32,0.268,2022-07-15 01:09:00,안성경찰서
남자,1,35,0.158,2022-07-15 01:11:00,홍성경찰서
남자,1,30,0.08,2022-07-15 01:12:00,부산남부경찰서
남자,1,50,0.123,2022-07-15 01:17:00,청주청원경찰서
남자,1,42,0.169,2022-07-15 01:17:00,안양만안경찰서
여자,1,54,0.251,2022-07-15 01:23:00,남양주남부경찰서
남자,1,23,0.086,2022-07-15 01:29:00,대구수성경찰서
남자,1,29,0.04,2022-07-15 01:32:00,시흥경찰서
남자,1,30,0.128,2022-07-15 01:32:00,부천원미경찰서
여자,1,26,0.236,2022-07-15 01:33:00,파주경찰서
남자,1,24,0.04,2022-07-15 01:35:00,대구수성경찰서
남자,1,43,0.108,2022-07-15 01:37:00,대전서부경찰서
남자,1,32,0.149,2022-07-15 01:38:00,서울혜화경찰서
남자,1,46,0.086,2022-07-15 01:43:00,인천서부경찰서
남자,1,38,0.15,2022-07-15 01:46:00,제천경찰서
남자,1,49,0.04,2022-07-15 01:46:00,대구수성경찰서
여자,1,32,0.148,2022-07-15 01:48:00,의정부경찰서
여자,1,24,0.11,2022-07-15 01:48:00,전주완산경찰서
남자,1,66,0.088,2022-07-15 01:52:00,울산동부경찰서
남자,1,45,0.093,2022-07-15 01:54:00,당진경찰서
남자,1,28,0.103,2022-07-15 01:57:00,서울마포경찰서
남자,1,26,0.072,2022-07-15 02:05:00,평택경찰서
남자,1,32,0.122,2022-07-15 02:06:00,청주흥덕경찰서
남자,1,44,0.177,2022-07-15 02:07:00,양주경찰서
남자,1,44,0.095,2022-07-15 02:08:00,마산동부경찰서
남자,1,29,0.217,2022-07-15 02:11:00,일산동부경찰서
남자,1,45,0.169,2022-07-15 02:11:00,강진경찰서
남자,1,42,0.15,2022-07-15 02:18:00,음성경찰서
남자,1,47,0.096,2022-07-15 02:18:00,용인동부경찰서
여자,1,19,0.196,2022-07-15 02:22:00,시흥경찰서
남자,1,42,0.088,2022-07-15 02:24:00,포항남부경찰서
남자,1,26,0.187,2022-07-15 02:33:00,의정부경찰서
남자,1,30,0.144,2022-07-15 02:38:00,인천서부경찰서
남자,1,26,0.102,2022-07-15 02:39:00,함안경찰서
남자,1,32,0.178,2022-07-15 02:40:00,울산남부경찰서
남자,1,19,0.034,2022-07-15 02:40:00,서울구로경찰서
남자,1,31,0.144,2022-07-15 02:44:00,마산중부경찰서
남자,1,37,0.218,2022-07-15 02:45:00,고양경찰서
남자,1,45,0.097,2022-07-15 02:51:00,서울영등포경찰서
남자,1,35,0.194,2022-07-15 02:54:00,양산경찰서
남자,1,33,0.149,2022-07-15 02:55:00,광명경찰서
남자,1,43,0.111,2022-07-15 02:56:00,포항남부경찰서
남자,1,53,0.123,2022-07-15 02:58:00,아산경찰서
남자,1,47,0.24,2022-07-15 03:00:00,서울마포경찰서
남자,1,51,0.068,2022-07-15 03:00:00,대전중부경찰서
여자,1,63,0.066,2022-07-15 03:03:00,서울중랑경찰서
여자,1,39,0.216,2022-07-15 03:05:00,대구동부경찰서
남자,1,32,0.082,2022-07-15 03:06:00,광주서부경찰서
남자,1,50,0.144,2022-07-15 03:07:00,고양경찰서
남자,1,45,0.097,2022-07-15 03:08:00,강릉경찰서
남자,1,46,0.145,2022-07-15 03:11:00,구미경찰서
여자,1,29,0.143,2022-07-15 03:12:00,광주북부경찰서
남자,1,42,0.149,2022-07-15 03:17:00,이천경찰서
남자,1,46,0.186,2022-07-15 03:18:00,남양주남부경찰서
남자,2,30,0.255,2022-07-15 03:25:00,용인동부경찰서
남자,1,44,0.096,2022-07-15 03:25:00,광명경찰서
여자,1,20,0.225,2022-07-15 03:34:00,수원남부경찰서
여자,1,59,0.15,2022-07-15 03:49:00,양산경찰서
남자,1,48,0.184,2022-07-15 03:55:00,제주동부경찰서
여자,1,33,0.129,2022-07-15 04:05:00,서울마포경찰서
남자,1,33,0.184,2022-07-15 04:07:00,의왕경찰서
남자,1,25,0.174,2022-07-15 04:14:00,서산경찰서
여자,1,36,0.154,2022-07-15 04:15:00,김해중부경찰서
남자,1,26,0.142,2022-07-15 04:18:00,익산경찰서
남자,1,30,0.125,2022-07-15 04:20:00,공주경찰서
남자,1,41,0.206,2022-07-15 04:23:00,시흥경찰서
남자,1,36,0.113,2022-07-15 04:29:00,서울강남경찰서
남자,1,38,0.148,2022-07-15 04:29:00,평택경찰서
남자,1,51,0.108,2022-07-15 04:36:00,서울강남경찰서
남자,1,46,0.188,2022-07-15 04:38:00,광주서부경찰서
남자,1,29,0.051,2022-07-15 04:40:00,대구서부경찰서
남자,1,44,0.108,2022-07-15 04:45:00,파주경찰서
남자,1,27,0.09,2022-07-15 04:45:00,대구강북경찰서
남자,1,28,0.037,2022-07-15 04:47:00,보령경찰서
남자,1,45,0.161,2022-07-15 04:49:00,인천남동경찰서
남자,1,37,0.084,2022-07-15 04:51:00,분당경찰서
남자,1,34,0.19,2022-07-15 04:53:00,서울은평경찰서
남자,1,30,0.155,2022-07-15 04:54:00,부천원미경찰서
남자,1,38,0.112,2022-07-15 04:57:00,파주경찰서
여자,1,29,0.165,2022-07-15 05:03:00,부천원미경찰서
남자,1,40,0.197,2022-07-15 05:12:00,청주청원경찰서
남자,1,39,0.185,2022-07-15 05:18:00,광주경찰서
남자,1,36,0.103,2022-07-15 05:18:00,서울서초경찰서
남자,1,28,0.174,2022-07-15 05:21:00,인천계양경찰서
남자,1,47,0.174,2022-07-15 05:40:00,인천미추홀경찰서
남자,1,28,0.142,2022-07-15 05:44:00,대구남부경찰서
남자,1,53,0.097,2022-07-15 05:46:00,분당경찰서
남자,1,29,0.157,2022-07-15 05:47:00,인천남동경찰서
남자,1,29,0.132,2022-07-15 06:12:00,태백경찰서
남자,1,27,0.083,2022-07-15 06:20:00,평택경찰서
남자,1,32,0.046,2022-07-15 06:32:00,서울서대문경찰서
남자,1,34,0.043,2022-07-15 06:36:00,서울강동경찰서
남자,1,53,0.057,2022-07-15 06:41:00,광주남부경찰서
남자,1,26,0.097,2022-07-15 06:47:00,속초경찰서
남자,1,37,0.062,2022-07-15 06:47:00,광주서부경찰서
남자,1,52,0.03,2022-07-15 06:48:00,광주광산경찰서
남자,1,41,0.098,2022-07-15 06:48:00,인천미추홀경찰서
남자,1,21,0.099,2022-07-15 06:53:00,칠곡경찰서
남자,1,30,0.099,2022-07-15 06:57:00,안산단원경찰서
남자,1,33,0.173,2022-07-15 06:58:00,속초경찰서
남자,1,29,0.151,2022-07-15 06:58:00,남양주북부경찰서
남자,1,32,0.101,2022-07-15 07:02:00,광주남부경찰서
남자,1,42,0.057,2022-07-15 07:09:00,광주북부경찰서
남자,1,36,0.051,2022-07-15 07:12:00,인천계양경찰서
남자,1,34,0.115,2022-07-15 07:17:00,수원남부경찰서
남자,1,41,0.094,2022-07-15 07:21:00,광주광산경찰서
남자,1,34,0.042,2022-07-15 07:28:00,광주광산경찰서
남자,1,52,0.13,2022-07-15 07:32:00,광주광산경찰서
남자,1,48,0.234,2022-07-15 07:34:00,성남수정경찰서
남자,1,54,0.095,2022-07-15 07:34:00,울산중부경찰서
남자,1,34,0.097,2022-07-15 07:42:00,화성동탄경찰서
여자,1,38,0.112,2022-07-15 07:44:00,부산사상경찰서
남자,1,41,0.151,2022-07-15 07:46:00,광주북부경찰서
남자,1,62,0.161,2022-07-15 07:53:00,인천남동경찰서
여자,1,24,0.176,2022-07-15 07:58:00,대구남부경찰서
남자,1,34,0.138,2022-07-15 08:02:00,서울강서경찰서
남자,1,29,0.03,2022-07-15 08:05:00,동두천경찰서
남자,1,31,0.034,2022-07-15 08:14:00,동두천경찰서
남자,1,21,0.094,2022-07-15 08:19:00,광명경찰서
남자,1,41,0.041,2022-07-15 08:20:00,진천경찰서
여자,1,51,0.054,2022-07-15 08:20:00,아산경찰서
남자,1,38,0.171,2022-07-15 08:27:00,서울서초경찰서
남자,1,34,0.128,2022-07-15 08:27:00,용인서부경찰서
남자,2,27,0.085,2022-07-15 08:30:00,광주서부경찰서
남자,1,66,0.098,2022-07-15 08:36:00,대구강북경찰서
남자,1,42,0.084,2022-07-15 08:38:00,철원경찰서
남자,1,49,0.246,2022-07-15 08:40:00,서귀포경찰서
남자,1,57,0.071,2022-07-15 09:03:00,서울영등포경찰서
남자,1,31,0.151,2022-07-15 09:10:00,광명경찰서
남자,1,43,0.222,2022-07-15 09:30:00,인천계양경찰서
남자,1,46,0.032,2022-07-15 09:41:00,포천경찰서
남자,1,55,0.137,2022-07-15 09:46:00,김해중부경찰서
남자,1,34,0.048,2022-07-15 09:54:00,춘천경찰서
남자,1,67,0.145,2022-07-15 09:54:00,서울영등포경찰서
남자,1,41,0.152,2022-07-15 10:23:00,서울노원경찰서
남자,1,51,0.259,2022-07-15 10:52:00,고양경찰서
남자,1,20,0.117,2022-07-15 12:02:00,서울서대문경찰서
남자,1,68,0.092,2022-07-15 12:09:00,부천원미경찰서
남자,1,30,0.156,2022-07-15 12:16:00,인천미추홀경찰서
여자,1,48,0.177,2022-07-15 12:22:00,강릉경찰서
남자,1,57,0.22,2022-07-15 12:31:00,봉화경찰서
남자,1,50,0.052,2022-07-15 12:35:00,무안경찰서
남자,1,33,0.058,2022-07-15 13:01:00,서울강서경찰서
여자,1,44,0.185,2022-07-15 13:22:00,광주서부경찰서
남자,1,50,0.261,2022-07-15 13:55:00,서울관악경찰서
남자,1,32,0.213,2022-07-15 14:43:00,화성동탄경찰서
남자,1,63,0.179,2022-07-15 15:34:00,수원중부경찰서
남자,1,35,0.093,2022-07-15 15:41:00,남양주남부경찰서
남자,1,54,0.186,2022-07-15 15:48:00,속초경찰서
여자,1,38,0.039,2022-07-15 16:01:00,일산동부경찰서
남자,1,82,0.058,2022-07-15 16:15:00,포천경찰서
남자,1,47,0.091,2022-07-15 16:15:00,서울관악경찰서
남자,1,51,0.141,2022-07-15 16:17:00,부산강서경찰서
여자,1,42,0.203,2022-07-15 17:02:00,동두천경찰서
남자,1,51,0.147,2022-07-15 17:31:00,용인서부경찰서
남자,1,48,0.053,2022-07-15 17:34:00,서울송파경찰서
여자,1,52,0.101,2022-07-15 17:48:00,합천경찰서
여자,1,52,0.21,2022-07-15 18:15:00,서울도봉경찰서
남자,1,59,0.082,2022-07-15 18:30:00,부산해운대경찰서
남자,1,56,0.073,2022-07-15 18:39:00,경주경찰서
남자,1,76,0.098,2022-07-15 18:46:00,서울송파경찰서
남자,1,53,0.218,2022-07-15 18:52:00,마산중부경찰서
남자,1,36,0.053,2022-07-15 19:13:00,해남경찰서
남자,1,45,0.096,2022-07-15 19:19:00,서울강남경찰서
남자,1,60,0.257,2022-07-15 19:35:00,청주청원경찰서
남자,1,55,0.047,2022-07-15 19:42:00,담양경찰서
남자,1,49,0.272,2022-07-15 19:43:00,군산경찰서
남자,1,55,0.168,2022-07-15 19:43:00,안성경찰서
남자,1,75,0.116,2022-07-15 19:44:00,해남경찰서
남자,1,63,0.083,2022-07-15 19:45:00,부산금정경찰서
남자,1,33,0.2,2022-07-15 19:53:00,청주흥덕경찰서
남자,1,77,0.12,2022-07-15 20:06:00,영동경찰서
남자,1,48,0.149,2022-07-15 20:07:00,음성경찰서
남자,1,63,0.072,2022-07-15 20:10:00,서귀포경찰서
남자,1,66,0.138,2022-07-15 20:15:00,강진경찰서
남자,1,54,0.071,2022-07-15 20:20:00,수원서부경찰서
남자,1,53,0.158,2022-07-15 20:20:00,부산사상경찰서
남자,1,36,0.052,2022-07-15 20:22:00,울산울주경찰서
남자,1,54,0.042,2022-07-15 20:24:00,성남중원경찰서
남자,1,47,0.082,2022-07-15 20:25:00,울산동부경찰서
남자,1,65,0.148,2022-07-15 20:25:00,목포경찰서
남자,1,55,0.042,2022-07-15 20:30:00,공주경찰서
남자,1,50,0.132,2022-07-15 20:33:00,울산동부경찰서
남자,1,42,0.047,2022-07-15 20:39:00,거제경찰서
남자,1,56,0.03,2022-07-15 20:46:00,울산울주경찰서
남자,1,40,0.102,2022-07-15 20:49:00,울산남부경찰서
남자,1,53,0.038,2022-07-15 20:54:00,안성경찰서
남자,1,42,0.053,2022-07-15 20:59:00,충주경찰서
남자,1,53,0.129,2022-07-15 21:05:00,일산동부경찰서
남자,1,62,0.047,2022-07-15 21:05:00,충주경찰서
