날짜,시도지역코드,발생건수(건)
2014-02-09,27,51
2014-02-09,28,36
2014-02-09,29,50
2014-02-09,30,43
2014-02-09,31,34
2014-02-09,41,362
2014-02-09,42,15
2014-02-09,43,48
2014-02-09,44,51
2014-02-09,45,74
2014-02-09,46,57
2014-02-09,47,37
2014-02-09,48,63
2014-02-09,49,38
2014-02-09,99,1245
2014-02-10,11,9844
2014-02-10,26,2761
2014-02-10,27,2807
2014-02-10,28,2224
2014-02-10,29,1301
2014-02-10,30,1472
2014-02-10,31,592
2014-02-10,41,11010
2014-02-10,42,1123
2014-02-10,43,1483
2014-02-10,44,2116
2014-02-10,45,2467
2014-02-10,46,1931
2014-02-10,47,2652
2014-02-10,48,3177
2014-02-10,49,697
2014-02-10,99,47665
2014-02-11,11,7845
2014-02-11,26,2328
2014-02-11,27,2101
2014-02-11,28,1731
2014-02-11,29,953
2014-02-11,30,1231
2014-02-11,31,594
2014-02-11,41,8675
2014-02-11,42,1102
2014-02-11,43,1304
2014-02-11,44,1812
2014-02-11,45,2096
2014-02-11,46,1611
2014-02-11,47,2149
2014-02-11,48,2714
2014-02-11,49,667
2014-02-11,99,38926
2014-02-12,11,7683
2014-02-12,26,2487
2014-02-12,27,2192
2014-02-12,28,1661
2014-02-12,29,966
2014-02-12,30,1165
2014-02-12,31,635
2014-02-12,41,8237
2014-02-12,42,1105
2014-02-12,43,1205
2014-02-12,44,1635
2014-02-12,45,1944
2014-02-12,46,1559
2014-02-12,47,2255
2014-02-12,48,2570
2014-02-12,49,557
2014-02-12,99,37861
2014-02-13,11,7059
2014-02-13,26,2229
2014-02-13,27,2005
2014-02-13,28,1546
2014-02-13,29,990
2014-02-13,30,1084
2014-02-13,31,675
2014-02-13,41,7892
2014-02-13,42,899
2014-02-13,43,1046
2014-02-13,44,1561
2014-02-13,45,1809
2014-02-13,46,1396
2014-02-13,47,2020
2014-02-13,48,2288
2014-02-13,49,619
2014-02-13,99,35130
2014-02-14,11,7427
2014-02-14,26,2189
2014-02-14,27,1973
2014-02-14,28,1706
2014-02-14,29,910
2014-02-14,30,1189
2014-02-14,31,663
2014-02-14,41,8324
2014-02-14,42,985
2014-02-14,43,1051
2014-02-14,44,1527
2014-02-14,45,1856
2014-02-14,46,1512
2014-02-14,47,2075
2014-02-14,48,2147
2014-02-14,49,626
2014-02-14,99,36172
2014-02-15,11,5935
2014-02-15,26,1858
2014-02-15,27,1814
2014-02-15,28,1320
2014-02-15,29,764
2014-02-15,30,986
2014-02-15,31,626
2014-02-15,41,6986
2014-02-15,42,738
2014-02-15,43,1002
2014-02-15,44,1304
2014-02-15,45,1362
2014-02-15,46,1174
2014-02-15,47,1853
2014-02-15,48,1920
2014-02-15,49,426
2014-02-15,99,30076
2014-02-16,11,222
2014-02-16,26,52
2014-02-16,27,48
2014-02-16,28,67
2014-02-16,29,40
2014-02-16,30,46
2014-02-16,31,35
2014-02-16,41,398
2014-02-16,42,21
2014-02-16,43,54
2014-02-16,44,63
2014-02-16,45,60
2014-02-16,46,55
2014-02-16,47,45
2014-02-16,48,45
2014-02-16,49,40
2014-02-16,99,1292
2014-02-17,11,9852
2014-02-17,26,3053
2014-02-17,27,2723
2014-02-17,28,2119
2014-02-17,29,1159
2014-02-17,30,1512
2014-02-17,31,881
2014-02-17,41,11178
2014-02-17,42,1449
2014-02-17,43,1510
2014-02-17,44,2241
2014-02-17,45,2647
2014-02-17,46,1863
2014-02-17,47,3149
2014-02-17,48,3147
2014-02-17,49,693
2014-02-17,99,49189
2014-02-18,11,7646
2014-02-18,26,2228
2014-02-18,27,2089
2014-02-18,28,1738
2014-02-18,29,1006
2014-02-18,30,1149
2014-02-18,31,647
2014-02-18,41,8516
2014-02-18,42,1066
2014-02-18,43,1237
2014-02-18,44,1703
2014-02-18,45,2019
2014-02-18,46,1468
2014-02-18,47,2372
2014-02-18,48,2432
2014-02-18,49,700
2014-02-18,99,38027
2014-02-19,11,7478
2014-02-19,26,2267
2014-02-19,27,2082
2014-02-19,28,1669
2014-02-19,29,888
2014-02-19,30,1113
2014-02-19,31,655
2014-02-19,41,8309
2014-02-19,42,1040
2014-02-19,43,1154
2014-02-19,44,1665
2014-02-19,45,1903
2014-02-19,46,1456
2014-02-19,47,2352
2014-02-19,48,2482
2014-02-19,49,581
2014-02-19,99,37099
2014-02-20,11,6995
2014-02-20,26,2341
2014-02-20,27,2013
2014-02-20,28,1557
2014-02-20,29,893
2014-02-20,30,1105
2014-02-20,31,681
